area_type,location,size,total_sqft,bath,balcony,price
Super built-up  Area,Kanakpura Road,2 BHK,1135,2,2,58
Built-up  Area,Anand Nagar,2 BHK,1135,2,3,55
Super built-up  Area,Battarahalli,2 BHK,1135,2,3,43
Built-up  Area,Basavanapura,2 BHK,1135,2,2,32.91
Super built-up  Area,Uttarahalli,3 BHK,1135,2,3,39.73
Plot  Area,Mahalakshmi Layout,8 Bedroom,1135,4,1,190
Super built-up  Area,Kanakpura Road,2 BHK,1135,2,1,56.74
Super built-up  Area,AECS Layout,2 BHK,1135,2,2,68
Super built-up  Area,Whitefield,2 BHK,1135,2,2,58
Super built-up  Area,Marathahalli,2 BHK,1135,2,2,60
Super built-up  Area,Dodda Nekkundi,2 BHK,1135,2,2,58
Super built-up  Area,Electronic City Phase II,2 BHK,1135,2,2,46
Super built-up  Area,Bannerghatta Road,2 BHK,1136,2,1,48
Super built-up  Area,Mahadevpura,2 BHK,1136,2,3,64.5
Super built-up  Area,Uttarahalli,2 BHK,1137,2,1,63
Super built-up  Area,Mahadevpura,2 BHK,1137,2,1,53.4
Super built-up  Area,Tumkur Road,2 BHK,1137.5,2,0,48.905
Super built-up  Area,Hebbal,2 BHK,1138,2,1,110
Super built-up  Area,Bellandur,3 BHK,1138,3,2,128
Super built-up  Area,Bellandur,3 BHK,1138,3,2,128
Super built-up  Area,Chikkadunnasandra,2 BHK,1138,2,1,32
Super built-up  Area,Budigere,2 BHK,1139,2,2,62
Super built-up  Area,Budigere,2 BHK,1139,2,2,56.8
Super built-up  Area,Budigere,2 BHK,1139,2,2,56.85
Super built-up  Area,Brookefield,2 BHK,1139,2,2,80
Super built-up  Area,Budigere,2 BHK,1139,2,2,60
Super built-up  Area,Budigere,2 BHK,1139,2,2,72
Super built-up  Area,Budigere,2 BHK,1139,2,2,56.5
Super built-up  Area,Singasandra,2 BHK,1139.7,2,1,45
Super built-up  Area,Gunjur,2 BHK,1140,2,3,43
Super built-up  Area,Malleshpalya,2 BHK,1140,2,2,46.5
Super built-up  Area,Kaggadasapura,2 BHK,1140,2,2,40
Super built-up  Area,Whitefield,2 BHK,1140,2,1,56
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,1,49.39
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,Whitefield,2 BHK,1140,2,2,41
Super built-up  Area,Haralur Road,2 BHK,1140,2,2,43
Super built-up  Area,Kogilu,2 BHK,1140,2,1,50.66
Super built-up  Area,Haralur Road,2 BHK,1140,2,2,43
Plot  Area,Kothanur,4 Bedroom,1140,4,1,90
Super built-up  Area,Laxmi Sagar Layout,2 BHK,1140,2,1,76
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Built-up  Area,Koramangala,2 BHK,1140,2,1,75.2
Super built-up  Area,Gunjur,2 BHK,1140,2,2,49.11
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,38.55
Super built-up  Area,Whitefield,2 BHK,1140,2,2,39
Built-up  Area,6th Phase JP Nagar,2 BHK,1140,2,2,65
Super built-up  Area,Billekahalli,2 BHK,1140,2,2,50
Super built-up  Area,Varthur,2 BHK,1140,2,3,55.5
Built-up  Area,Manorayana Palya,2 BHK,1140,2,2,52
Super built-up  Area,Kogilu,2 BHK,1140,2,2,50.66
Built-up  Area,Doddathoguru,2 BHK,1140,2,3,32
Super built-up  Area,Varthur,2 BHK,1140,2,2,39.9
Built-up  Area,Electronic City Phase II,2 BHK,1140,2,1,33.06
Super built-up  Area,Thanisandra,2 BHK,1140,2,1,36
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,38.65
Carpet  Area,K R C kothanur,2 BHK,1140,2,3,45
Plot  Area,R.T. Nagar,3 Bedroom,1140,3,1,130
Super built-up  Area,Whitefield,2 BHK,1140,2,2,45
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,1,49.27
Built-up  Area,Kaggadasapura,2 BHK,1140,2,2,46
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,GM Palaya,2 BHK,1140,2,2,48.95
Super built-up  Area,Haralur Road,2 BHK,1140,2,1,42
Super built-up  Area,Electronic City,2 BHK,1140,2,1,70.93
Built-up  Area,Haralur Road,2 BHK,1140,2,2,58
Super built-up  Area,Haralur Road,2 BHK,1140,2,2,42
Super built-up  Area,Electronic City Phase II,2 BHK,1140,2,1,33.84
Super built-up  Area,KR Puram,2 BHK,1140,2,1,43.32
Built-up  Area,Huskur,2 BHK,1140,2,1,32.92
Super built-up  Area,Thanisandra,2 BHK,1140,2,1,39
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Built-up  Area,Margondanahalli,2 Bedroom,1140,2,1,60
Super built-up  Area,Neelasandra,4 BHK,1140,3,1,145
Plot  Area,Yediyur,4 Bedroom,1140,3,2,225
Super built-up  Area,Panathur,2 BHK,1140,2,1,51.2
Super built-up  Area,Electronic City Phase II,2 BHK,1140,2,1,32.92
Super built-up  Area,Whitefield,2 BHK,1140,2,2,40
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,1,48.7
Built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,38.65
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,38.55
Super built-up  Area,Whitefield,2 BHK,1140,2,2,50
Super built-up  Area,Doddathoguru,2 BHK,1140,2,2,26.49
Super built-up  Area,Hiremath Layout,2 BHK,1140,2,2,56
Super built-up  Area,Nyanappana Halli,2 BHK,1140,2,2,49
Super built-up  Area,Haralur Road,2 BHK,1140,2,2,43
Super built-up  Area,Electronic City Phase II,2 BHK,1140,2,2,28.5
Built-up  Area,Choodasandra,2 BHK,1140,2,2,62
Built-up  Area,Kanakpura Road,2 BHK,1140,2,1,65
Super built-up  Area,Varthur Road,2 BHK,1140,2,2,49.11
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,Byrasandra,2 BHK,1140,2,3,60
Built-up  Area,Electronic City Phase II,2 BHK,1140,2,1,32.92
Super built-up  Area,Electronic City,2 BHK,1140,2,2,33.84
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,Kothanur,2 BHK,1140,2,2,56
Super built-up  Area,Thanisandra,2 BHK,1140,2,1,59
Super built-up  Area,Somasundara Palya,2 BHK,1140,2,2,46
Super built-up  Area,Yelahanka,2 BHK,1140,2,1,50.66
Built-up  Area,Electronic City,2 BHK,1140,2,1,32.92
Super built-up  Area,Kothanur,2 BHK,1140,2,2,56
Super built-up  Area,Haralur Road,2 BHK,1140,2,2,43
Super built-up  Area,Electronic City Phase II,2 BHK,1140,2,1,34
Super built-up  Area,Kadubeesanahalli,2 BHK,1140,2,1,78
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,Hennur Road,2 BHK,1140,2,2,56
Super built-up  Area,Whitefield,2 BHK,1140,2,3,55
Super built-up  Area,Mico Layout,2 BHK,1140,2,2,43
Super built-up  Area,Sarjapur  Road,2 BHK,1140,2,1,40
Super built-up  Area,Kogilu,2 BHK,1140,2,2,50.66
Super built-up  Area,Anekal,2 BHK,1140,2,2,52
Built-up  Area,Electronic City Phase II,2 BHK,1140,2,1,33.06
Built-up  Area,7th Phase JP Nagar,2 BHK,1140,2,1,57
Built-up  Area,Electronic City,2 BHK,1140,2,1,32.93
Super built-up  Area,Kogilu,2 BHK,1140,2,2,50.66
Super built-up  Area,HSR Layout,2 BHK,1140,2,2,46
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,44
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,39
Built-up  Area,Abshot Layout,2 BHK,1140,1,1,185
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1141,2,2,38.55
Super built-up  Area,Anandapura,2 BHK,1141,2,1,42.79
Super built-up  Area,Vadarpalya,2 BHK,1141,2,0,62
Super built-up  Area,Babusapalaya,2 BHK,1141,2,1,46
Super built-up  Area,Hormavu,2 BHK,1141,2,1,44.4
Super built-up  Area,Anandapura,2 BHK,1141,2,1,42.75
Super built-up  Area,Divya Unnathi Layout,2 BHK,1141,2,2,49
Super built-up  Area,Babusapalaya,2 BHK,1141,2,1,45.9
Built-up  Area,Samethanahalli,2 BHK,1141,2,2,40
Super built-up  Area,Akshaya Vana,2 BHK,1141,2,1,55
Built-up  Area,Whitefield,2 BHK,1141,2,1,62
Super built-up  Area,Kothanur,2 BHK,1141,2,2,54
Super built-up  Area,Anandapura,2 BHK,1141,2,1,50
Built-up  Area,Raja Rajeshwari Nagar,2 BHK,1141,2,1,60
Built-up  Area,Brookefield,2 BHK,1142,2,2,70
Super built-up  Area,KR Puram,2 BHK,1142,2,1,51
Super built-up  Area,HSR Layout,2 BHK,1142,2,2,65
Built-up  Area,Electronic City,2 BHK,1142,2,0,35
Super built-up  Area,Kothanur,2 BHK,1142,2,2,56
Super built-up  Area,Thanisandra,2 BHK,1142.5,2,0,43.415
Built-up  Area,Uttarahalli,2 BHK,1143,2,2,45
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1143,2,2,38.65
Super built-up  Area,Sector 2 HSR Layout,2 BHK,1143,2,2,65
Super built-up  Area,Kudlu,2 BHK,1143,2,1,55
Super built-up  Area,Naganathapura,2 BHK,1143,2,1,62
Super built-up  Area,Hormavu,2 BHK,1143,2,1,53
Super built-up  Area,Hosa Road,2 BHK,1143,2,1,34.2
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1144,2,2,38.55
Super built-up  Area,Yeshwanthpur,2 BHK,1144,2,2,67
Super built-up  Area,Marathahalli,2 BHK,1144,2,2,65
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1145,2,2,45.79
Super built-up  Area,Hosur Road,3 BHK,1145,2,2,60
Super built-up  Area,Banashankari Stage III,2 BHK,1145,2,3,58.4
Super built-up  Area,Banaswadi,2 BHK,1145,2,2,55
Super built-up  Area,Balagere,2 BHK,1145,2,2,65
Super built-up  Area,Sarjapur  Road,2 BHK,1145,2,2,75
Super built-up  Area,Sarjapur  Road,2 BHK,1145,2,2,49.5
Super built-up  Area,HSR Layout,2 BHK,1145,2,2,48
Super built-up  Area,Nagarbhavi,2 BHK,1145,2,2,40
Super built-up  Area,Indira Nagar,2 BHK,1145,2,2,100
Super built-up  Area,Sarjapur  Road,2 BHK,1145,2,1,62
Super built-up  Area,Lakshminarayana Pura,2 BHK,1145,2,1,75
Super built-up  Area,Kothanur,2 BHK,1145,2,2,56
Super built-up  Area,Badavala Nagar,2 BHK,1145,2,2,57
Built-up  Area,Dodda Nekkundi,2 BHK,1145,2,1,46.5
Super built-up  Area,Chennammana Kere,2 BHK,1145,2,2,58.4
Super built-up  Area,Electronics City Phase 1,2 BHK,1145,2,1,54
Super built-up  Area,HSR Layout,2 BHK,1145,2,2,46
Super built-up  Area,Horamavu Agara,2 BHK,1145,2,1,41.21
Super built-up  Area,Old Airport Road,2 BHK,1145,2,2,75
Super built-up  Area,3rd Phase Iti Layout,2 BHK,1145,2,1,63
Super built-up  Area,HSR Layout,2 BHK,1145,2,2,46
Super built-up  Area,Sarjapur  Road,2 BHK,1145,2,2,49.5
Super built-up  Area,HSR Layout,2 BHK,1145,2,2,46
Built-up  Area,HSR Layout,2 BHK,1145,2,2,46
Super built-up  Area,Vinayaka Nagar,2 BHK,1145,2,2,51
Super built-up  Area,HRBR Layout,2 BHK,1145,2,2,68.5
Super built-up  Area,Udayagiri,3 BHK,1145,2,2,60
Super built-up  Area,Akshayanagara East,2 BHK,1145,2,2,44
Super built-up  Area,Marathahalli,2 BHK,1146,2,1,70
Built-up  Area,Sri Venkateshpura Layout,2 BHK,1146,2,1,38.5
Super built-up  Area,Tirumanahalli,2 BHK,1146,2,1,39.5
Super built-up  Area,Sector 2 HSR Layout,2 BHK,1146,2,3,55
Super built-up  Area,Thanisandra,2 BHK,1146,2,1,38
Super built-up  Area,Mahadevpura,2 BHK,1146,2,1,53.8
Super built-up  Area,Nagarbhavi,2 BHK,1146,2,1,50
Super built-up  Area,Marathahalli,2 BHK,1146,2,1,69
Built-up  Area,Kalkere,2 BHK,1147,2,1,54
Super built-up  Area,Kasavanhalli,2 BHK,1147,2,1,60
Super built-up  Area,BTM 2nd Stage,2 BHK,1147,2,1,75
Super built-up  Area,Dodda Nekkundi Extension,2 BHK,1148,2,2,60
Built-up  Area,Doddanekundi,2 BHK,1148,2,1,59
Super built-up  Area,Dodda Nekkundi,2 BHK,1148,2,1,56
Super built-up  Area,Thanisandra,2 BHK,1148,2,1,43.5
Super built-up  Area,Dodda Nekkundi Extension,2 BHK,1148,2,2,69
Super built-up  Area,Lakshminarayana Pura,2 BHK,1149,2,1,75
Super built-up  Area,Kengeri Satellite Town,3 BHK,1149,2,2,29
Super built-up  Area,Budigere,2 BHK,1149,2,2,65
Super built-up  Area,Indira Nagar,2 BHK,1149,2,1,130
Super built-up  Area,Kalena Agrahara,2 BHK,1150,2,3,40
Super built-up  Area,Kaggalipura,3 BHK,1150,2,1,55
Super built-up  Area,Brookefield,2 BHK,1150,2,3,69
Super built-up  Area,Hormavu,2 BHK,1150,2,2,55
Super built-up  Area,Defence Colony,2 BHK,1150,2,2,126
Built-up  Area,RMV 2nd Stage,4 BHK,1150,4,2,260
Built-up  Area,5th Phase JP Nagar,2 BHK,1150,3,3,52.5
Super built-up  Area,Whitefield,2 BHK,1150,2,1,70
Super built-up  Area,Mahadevpura,2 BHK,1150,2,3,52
Super built-up  Area,Seegehalli,3 BHK,1150,2,2,42.9
Built-up  Area,Uttarahalli,2 BHK,1150,2,1,49
Super built-up  Area,Sanjay nagar,2 BHK,1150,2,3,72.2
Super built-up  Area,Yelahanka,2 BHK,1150,2,2,46
Super built-up  Area,BTM Layout,2 BHK,1150,2,2,63
Super built-up  Area,Kaggadasapura,2 BHK,1150,2,3,42
Super built-up  Area,2nd Phase Judicial Layout,2 BHK,1150,2,1,40.25
Built-up  Area,Ambalipura,2 BHK,1150,2,2,80
Super built-up  Area,Garudachar Palya,2 BHK,1150,2,1,52.75
Super built-up  Area,Electronics City Phase 1,2 BHK,1150,2,2,39
Built-up  Area,Friends Colony,3 BHK,1150,2,1,75
Built-up  Area,Sahakara Nagar,2 BHK,1150,2,1,54
Built-up  Area,Whitefield,3 BHK,1150,2,3,44
Super built-up  Area,RK Layout 2nd Stage,3 BHK,1150,2,2,77.5
Built-up  Area,Whitefield,2 BHK,1150,2,0,55
Super built-up  Area,Garudachar Palya,2 BHK,1150,2,2,52.8
Super built-up  Area,Talaghattapura,2 BHK,1150,2,0,28
Super built-up  Area,Hebbal Kempapura,2 BHK,1150,2,2,40
Super built-up  Area,Electronic City,2 BHK,1150,2,1,38
Built-up  Area,Kamakshipalya,2 BHK,1150,2,1,75
Super built-up  Area,Old Airport Road,2 BHK,1150,2,1,90
Super built-up  Area,manyata tech park,2 BHK,1150,2,1,56
Super built-up  Area,Ramamurthy Nagar,2 BHK,1150,2,2,51
Super built-up  Area,Garudachar Palya,2 BHK,1150,2,1,52.8
Built-up  Area,Dasarahalli,2 BHK,1150,2,0,70
Built-up  Area,Bannerghatta Road,2 BHK,1150,2,2,65
Plot  Area,A Narayanapura,4 Bedroom,1150,3,1,110
Super built-up  Area,Sarjapur  Road,2 BHK,1150,2,2,77
Built-up  Area,Kodichikkanahalli,2 BHK,1150,2,3,48
Super built-up  Area,Whitefield,2 BHK,1150,2,2,90
Super built-up  Area,Hongasandra,2 BHK,1150,2,2,49
Super built-up  Area,"JP Nagar 7th Phase, ",2 BHK,1150,2,1,74
Built-up  Area,Hormavu,2 BHK,1150,2,1,53.11
Built-up  Area,A Narayanapura,4 Bedroom,1150,4,1,110
Built-up  Area,Defence Colony,2 BHK,1150,2,2,125
Carpet  Area,Mathikere,3 BHK,1150,2,0,60
Built-up  Area,JP Nagar,3 BHK,1150,2,2,49.9
Built-up  Area,Moodalapalya,2 BHK,1150,2,2,69
Plot  Area,Shampura,6 Bedroom,1150,6,2,75
Built-up  Area,Amruthnagar,2 BHK,1150,2,1,48
Super built-up  Area,Kodigehalli,8 BHK,1150,9,0,170
Super built-up  Area,Kenchenahalli,2 BHK,1150,2,2,58
Super built-up  Area,Subash Nagar,2 BHK,1150,2,2,45
Built-up  Area,Kumara Park,2 BHK,1150,2,0,250
Super built-up  Area,Uttarahalli,2 BHK,1150,2,2,70
Super built-up  Area,Tigalarpalya,2 BHK,1150,2,1,60
Super built-up  Area,Kaggalipura,3 BHK,1150,2,1,62
Super built-up  Area,Sarjapur  Road,2 BHK,1150,2,0,36.8
Plot  Area,Kudlu Gate,9 Bedroom,1150,9,0,140
Super built-up  Area,Whitefield,2 BHK,1150,2,2,55
Built-up  Area,Electronic City Phase II,3 BHK,1150,3,3,46
Super built-up  Area,Padmanabhanagar,2 BHK,1150,2,2,45
Built-up  Area,Sarjapur  Road,2 BHK,1150,2,0,44
Super built-up  Area,Kanakpura Road,3 BHK,1150,2,2,40.25
Super built-up  Area,Bellandur,2 BHK,1150,2,1,69.44
Super built-up  Area,Garudachar Palya,2 BHK,1150,2,1,52.5
Super built-up  Area,Anekal,3 BHK,1150,3,2,45
Super built-up  Area,Kenchenahalli,2 BHK,1150,2,2,60
Super built-up  Area,KR Puram,2 BHK,1150,2,1,42
Super built-up  Area,Electronic City,2 BHK,1150,2,1,38
Built-up  Area,Electronic City,2 BHK,1150,2,2,35
Super built-up  Area,Hebbal,2 BHK,1150,2,1,55
Super built-up  Area,JP Nagar,2 BHK,1150,2,2,90
Plot  Area,Kengeri,1 Bedroom,1150,1,0,52
Super built-up  Area,Horamavu Agara,2 BHK,1150,2,1,42
Super built-up  Area,Kaggalipura,3 BHK,1150,2,1,57.5
Super built-up  Area,R.T. Nagar,2 BHK,1150,2,2,72
Super built-up  Area,Whitefield,2 BHK,1150,2,2,40.21
Built-up  Area,Green View Layout,2 BHK,1150,2,1,42
Super built-up  Area,Garudachar Palya,2 BHK,1150,2,2,52
Super built-up  Area,Uttarahalli,2 BHK,1150,2,1,46
Super built-up  Area,Sarjapur,2 BHK,1150,2,1,41
Built-up  Area,"Electronic city phase 1, ",2 BHK,1150,2,1,39
Super built-up  Area,Ramamurthy Nagar,2 BHK,1150,2,2,40
Plot  Area,Pai Layout,2 Bedroom,1150,2,1,170
Plot  Area,Hennur,3 Bedroom,1150,3,2,80
Super built-up  Area,AGS Layout,2 BHK,1150,2,1,46
Super built-up  Area,Kenchenahalli,2 BHK,1150,2,2,57
Super built-up  Area,Electronic City,2 BHK,1150,2,1,38.08
Super built-up  Area,Kadugodi,2 BHK,1150,2,2,42
Super built-up  Area,Sarjapur  Road,2 BHK,1150,2,1,48.5
Built-up  Area,Hessarghatta,8 Bedroom,1150,8,0,70
Super built-up  Area,Siddapura,2 BHK,1150,2,2,90
Super built-up  Area,Manayata Tech Park,2 BHK,1150,2,2,47
Super built-up  Area,Uttarahalli,2 BHK,1150,2,1,45.99
Built-up  Area,Sanjay nagar,2 BHK,1150,2,0,70
Built-up  Area,Hebbal,2 BHK,1150,2,1,57
Super built-up  Area,Jakkur,3 BHK,1150,3,2,65
Super built-up  Area,Padmanabhanagar,2 BHK,1150,2,0,50
Super built-up  Area,Bannerghatta Road,2 BHK,1150,2,2,55
Super built-up  Area,2nd Phase Judicial Layout,2 BHK,1150,2,1,40.25
Built-up  Area,Kaggadasapura,2 BHK,1150,2,2,45
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,48.77
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1151,2,2,39.02
Super built-up  Area,Anandapura,2 BHK,1151,2,1,43.1
Super built-up  Area,Kanakapura,2 BHK,1151,2,1,59
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,50.5
Super built-up  Area,Anandapura,2 BHK,1151,2,1,42.9
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1151,2,1,49
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1151,2,2,39
Super built-up  Area,Anandapura,2 BHK,1151,2,1,43.16
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,43.6
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,46
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,42.5
Super built-up  Area,Electronic City,2 BHK,1152,2,1,64.5
Super built-up  Area,Kudlu,2 BHK,1152,2,1,53.5
Super built-up  Area,Marathahalli,2 BHK,1152,2,1,56
Super built-up  Area,Harlur,2 BHK,1152,2,2,69
Plot  Area,Sarjapur  Road,4 Bedroom,1152,4,1,230
Super built-up  Area,Electronic City,2 BHK,1152,2,1,65
Super built-up  Area,Electronic City,2 BHK,1152,2,1,65.75
Super built-up  Area,JP Nagar,2 BHK,1152,2,1,34.56
Super built-up  Area,Marathahalli,2 BHK,1152,2,1,90
Super built-up  Area,Kadugodi,2 BHK,1152,2,2,61
Super built-up  Area,RMV Extension,2 BHK,1152,2,1,57
Super built-up  Area,Mahadevpura,2 BHK,1152,2,1,54
Super built-up  Area,Glass Factory Layout,2 BHK,1152,2,1,42
Plot  Area,Margondanahalli,2 Bedroom,1152,1,0,66
Super built-up  Area,TC Palaya,2 BHK,1152,2,2,55
Super built-up  Area,Budigere,2 BHK,1153,2,2,56.4
Super built-up  Area,Budigere,2 BHK,1153,2,2,57
Super built-up  Area,Gottigere,2 BHK,1153,2,1,48.5
Super built-up  Area,Hormavu,2 BHK,1153,2,1,65
Super built-up  Area,Dommasandra,2 BHK,1153,2,2,43.5
Built-up  Area,Narayanapura,2 BHK,1153,2,2,45
Super built-up  Area,Budigere,2 BHK,1153,2,2,56.7
Super built-up  Area,Hennur Road,2 BHK,1153,2,1,43
Super built-up  Area,Budigere,2 BHK,1153,2,2,60
Super built-up  Area,Budigere,2 BHK,1153,2,2,56
Super built-up  Area,Budigere,2 BHK,1153,2,2,56.5
Super built-up  Area,Budigere,2 BHK,1153,2,2,58
Super built-up  Area,Budigere,2 BHK,1153,2,2,56.55
Super built-up  Area,Budigere,2 BHK,1153,2,2,56.5
Super built-up  Area,Budigere,2 BHK,1153,2,2,60
Super built-up  Area,Bannerghatta Road,2 BHK,1154,2,2,47
Super built-up  Area,Garudachar Palya,2 BHK,1154,2,1,51.8
Built-up  Area,Shree Ananth Nagar Layout,2 BHK,1154,2,1,57
Super built-up  Area,KR Puram,2 BHK,1155,2,2,42.74
Super built-up  Area,Whitefield,2 BHK,1155,2,3,59.95
Super built-up  Area,Sarjapur  Road,2 BHK,1155,2,1,58
Super built-up  Area,Whitefield,2 BHK,1155,2,1,60
Super built-up  Area,Kengeri,2 BHK,1155,2,2,40.6
Super built-up  Area,Uttarahalli,2 BHK,1155,2,2,40.42
Built-up  Area,Kamakshipalya,3 BHK,1155,2,0,60
Plot  Area,Seegehalli,2 Bedroom,1155,2,0,72
Super built-up  Area,Coffee Board Layout,2 BHK,1155,2,3,56
Super built-up  Area,Dodda Nekkundi,2 BHK,1155,2,1,46
Super built-up  Area,Kanakpura Road,2 BHK,1155,2,1,55.5
Super built-up  Area,Whitefield,2 BHK,1155,2,2,55
Super built-up  Area,Mysore Road,2 BHK,1155,2,1,51
Super built-up  Area,Uttarahalli,2 BHK,1155,2,1,40.6
Super built-up  Area,Uttarahalli,2 BHK,1155,2,2,40.43
Super built-up  Area,Whitefield,2 BHK,1155,2,1,39
Built-up  Area,Varthur,2 BHK,1155,2,1,60
Super built-up  Area,Gopalkrishna Nagar,2 BHK,1155,2,1,65
Super built-up  Area,Varthur,2 BHK,1155,2,2,39
Super built-up  Area,Hennur Road,2 BHK,1155,2,1,69.18
Super built-up  Area,Venugopal Reddy Layout,2 BHK,1155,2,2,69
Super built-up  Area,Hennur Road,2 BHK,1155,2,1,69.18
Built-up  Area,Electronic City Phase II,2 BHK,1155,2,1,57
Super built-up  Area,Hennur,2 BHK,1155,2,2,54.5
Super built-up  Area,Varthur,2 BHK,1155,2,2,39
Super built-up  Area,Hennur Road,2 BHK,1155,2,1,69.18
Super built-up  Area,Gopalkrishna Nagar,2 BHK,1155,2,1,64
Super built-up  Area,Kanakpura Road,2 BHK,1155,2,0,50.125
Super built-up  Area,Horamavu Banaswadi,2 BHK,1156,2,2,46
Super built-up  Area,Kammasandra,2 BHK,1156,2,2,32
Built-up  Area,Motappa Layout,2 BHK,1156,2,2,49.5
Super built-up  Area,Electronic City,3 BHK,1156,2,2,44
Super built-up  Area,KR Puram,2 BHK,1156,2,1,72
Super built-up  Area,Electronic City,2 BHK,1156,2,2,42
Super built-up  Area,Horamavu Banaswadi,2 BHK,1156,2,2,46.9
Super built-up  Area,Coconut Grove Layout,2 BHK,1156,2,2,46
Built-up  Area,Marathahalli,2 BHK,1156,2,2,52
Built-up  Area,Hennur Road,2 BHK,1157,2,1,84
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,75
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1157,2,1,53.8
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,75
Super built-up  Area,Sarjapur,2 BHK,1157,2,1,40
Super built-up  Area,Sonnenahalli,2 BHK,1157,2,1,42
Built-up  Area,Bannerghatta Road,2 BHK,1157,2,0,40
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,53.99
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,57.84
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,74
Super built-up  Area,Old Madras Road,2 BHK,1157,2,2,47.32
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,72
Super built-up  Area,Old Madras Road,2 BHK,1157,2,2,47.32
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,75
Super built-up  Area,Sarjapur  Road,3 BHK,1157,2,1,69
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1157,2,1,65
Super built-up  Area,JP Nagar,2 BHK,1157,2,1,73
Plot  Area,Sidedahalli,3 Bedroom,1158,2,2,85
Built-up  Area,Maruthi Nagar,2 BHK,1158,2,3,75
Super built-up  Area,Kasavanhalli,2 BHK,1158,2,2,67
Super built-up  Area,Whitefield,2 BHK,1158,2,1,55
Super built-up  Area,Yelenahalli,2 BHK,1159,2,1,60
Super built-up  Area,Electronic City,3 BHK,1159,2,3,38
Built-up  Area,Varthur,2 BHK,1160,2,2,44
Super built-up  Area,Begur Road,2 BHK,1160,2,2,44
Built-up  Area,Ashwini layout,2 BHK,1160,2,1,55
Super built-up  Area,Poornapragna Housing Society Layout,2 BHK,1160,2,2,52.2
Super built-up  Area,Kengeri,2 BHK,1160,2,2,40.61
Super built-up  Area,Begur Road,2 BHK,1160,2,2,44.08
Super built-up  Area,Electronics City Phase 1,2 BHK,1160,2,1,52
Built-up  Area,Kammanahalli,2 BHK,1160,2,1,52
Super built-up  Area,Begur Road,2 BHK,1160,2,2,40.59
Super built-up  Area,Kengeri,3 BHK,1160,2,2,40.6
Super built-up  Area,Begur Road,2 BHK,1160,2,2,36
Super built-up  Area,Poorna Pragna Layout,2 BHK,1160,2,1,46.39
Built-up  Area,Electronic City Phase II,2 BHK,1160,2,1,33.5
Super built-up  Area,Begur Road,2 BHK,1160,2,2,42
Super built-up  Area,JCR Layout,2 BHK,1160,2,1,41.75
Super built-up  Area,Kanakapura,2 BHK,1160,2,1,46.39
Plot  Area,Rajaji Nagar,2 Bedroom,1160,1,0,163
Super built-up  Area,Begur Road,2 BHK,1160,2,2,42.92
Super built-up  Area,Begur Road,2 BHK,1160,2,2,42
Super built-up  Area,Sahakara Nagar,2 BHK,1160,2,1,55
Built-up  Area,Electronic City,2 BHK,1160,2,1,33.5
Super built-up  Area,Old Madras Road,2 BHK,1160,2,1,42
